time,lat,lon,hMSL,velN,velE,velD,hAcc,vAcc,sAcc,heading,cAcc,gpsFix,numSV
,(deg),(deg),(m),(m/s),(m/s),(m/s),(m),(m),(m/s),(deg),(deg),,
2026-09-12T10:22:10.70Z,47.9056898,2.1637503,1331.816,15.36,15.73,8.25,0.492,0.904,0.12,45.67479,0.40449,3,15
2026-09-12T10:22:10.80Z,47.9057036,2.1637715,1331.007,15.21,15.96,8.36,0.491,0.902,0.12,46.38032,0.43965,3,15
2026-09-12T10:22:10.90Z,47.9057173,2.1637930,1330.183,15.08,16.03,8.28,0.490,0.900,0.12,46.74083,0.43935,3,15
2026-09-12T10:22:11.00Z,47.9057309,2.1638146,1329.365,14.92,16.30,8.42,0.489,0.899,0.12,47.52931,0.43973,3,15
2026-09-12T10:22:11.10Z,47.9057443,2.1638365,1328.546,14.78,16.27,8.36,0.489,0.897,0.12,47.74862,0.46012,3,15
2026-09-12T10:22:11.20Z,47.9057576,2.1638584,1327.723,14.64,16.47,8.35,0.488,0.895,0.12,48.35544,0.46127,3,15
2026-09-12T10:22:11.30Z,47.9057707,2.1638806,1326.899,14.41,16.59,8.35,0.487,0.894,0.12,49.01883,0.51270,3,15
2026-09-12T10:22:11.40Z,47.9057837,2.1639029,1326.079,14.29,16.74,8.46,0.487,0.892,0.13,49.50192,0.52998,3,15
2026-09-12T10:22:11.50Z,47.9057965,2.1639255,1325.263,14.17,16.81,8.40,0.487,0.891,0.13,49.87502,0.53080,3,15
2026-09-12T10:22:11.60Z,47.9058092,2.1639481,1324.437,13.98,16.99,8.29,0.487,0.889,0.13,50.53712,0.53030,3,15
2026-09-12T10:22:11.70Z,47.9058218,2.1639710,1323.624,13.81,17.20,8.42,0.487,0.888,0.13,51.22488,0.52901,3,15
2026-09-12T10:22:11.80Z,47.9058342,2.1639941,1322.806,13.77,17.26,8.37,0.486,0.887,0.13,51.41592,0.52850,3,15
2026-09-12T10:22:11.90Z,47.9058466,2.1640174,1321.983,13.60,17.49,8.33,0.486,0.885,0.13,52.12311,0.53143,3,15
2026-09-12T10:22:12.00Z,47.9058587,2.1640408,1321.159,13.26,17.54,8.27,0.486,0.884,0.13,52.90442,0.54800,3,15
2026-09-12T10:22:12.10Z,47.9058708,2.1640643,1320.341,13.35,17.54,8.31,0.486,0.882,0.12,52.72500,0.54009,3,15
2026-09-12T10:22:12.20Z,47.9058828,2.1640878,1319.521,13.26,17.64,8.34,0.486,0.881,0.12,53.07154,0.52042,3,15
2026-09-12T10:22:12.30Z,47.9058947,2.1641115,1318.701,13.07,17.77,8.35,0.486,0.880,0.12,53.67189,0.50501,3,15
2026-09-12T10:22:12.40Z,47.9059064,2.1641354,1317.879,12.88,17.84,8.38,0.486,0.879,0.12,54.16912,0.51832,3,15
2026-09-12T10:22:12.50Z,47.9059180,2.1641593,1317.050,12.70,17.98,8.27,0.485,0.877,0.12,54.75842,0.48463,3,15
2026-09-12T10:22:12.60Z,47.9059294,2.1641834,1316.226,12.67,18.01,8.40,0.485,0.876,0.12,54.88538,0.47486,3,15
2026-09-12T10:22:12.70Z,47.9059409,2.1642076,1315.403,12.64,18.08,8.47,0.484,0.875,0.12,55.04039,0.47396,3,15
2026-09-12T10:22:12.80Z,47.9059523,2.1642318,1314.579,12.63,18.17,8.26,0.484,0.873,0.12,55.20068,0.47254,3,15
2026-09-12T10:22:12.90Z,47.9059637,2.1642561,1313.755,12.73,18.10,8.27,0.484,0.872,0.12,54.89073,0.47239,3,15
2026-09-12T10:22:13.00Z,47.9059752,2.1642803,1312.931,12.56,18.18,8.21,0.483,0.871,0.12,55.37458,0.43991,3,15
2026-09-12T10:22:13.10Z,47.9059865,2.1643048,1312.109,12.53,18.33,8.39,0.482,0.869,0.12,55.63385,0.41385,3,15
2026-09-12T10:22:13.20Z,47.9059978,2.1643293,1311.278,12.51,18.36,8.31,0.481,0.868,0.12,55.71591,0.40311,3,15
2026-09-12T10:22:13.30Z,47.9060090,2.1643539,1310.460,12.33,18.37,8.31,0.481,0.866,0.12,56.13878,0.40503,3,15
2026-09-12T10:22:13.40Z,47.9060201,2.1643785,1309.644,12.29,18.40,8.26,0.480,0.865,0.12,56.26627,0.40507,3,15
2026-09-12T10:22:13.50Z,47.9060312,2.1644031,1308.827,12.36,18.35,8.34,0.479,0.863,0.12,56.03512,0.40490,3,15
2026-09-12T10:22:13.60Z,47.9060424,2.1644276,1308.009,12.42,18.28,8.21,0.478,0.862,0.12,55.79501,0.40524,3,15
2026-09-12T10:22:13.70Z,47.9060537,2.1644520,1307.206,12.44,18.12,8.15,0.477,0.861,0.12,55.53553,0.39530,3,15
2026-09-12T10:22:13.80Z,47.9060649,2.1644764,1306.393,12.51,18.31,8.20,0.477,0.859,0.12,55.66807,0.38551,3,15
2026-09-12T10:22:13.90Z,47.9060762,2.1645010,1305.581,12.49,18.36,8.24,0.476,0.858,0.12,55.77610,0.38521,3,15
2026-09-12T10:22:14.00Z,47.9060875,2.1645255,1304.765,12.47,18.33,8.24,0.475,0.857,0.12,55.76460,0.39728,3,15
2026-09-12T10:22:14.10Z,47.9060987,2.1645501,1303.951,12.46,18.36,8.20,0.474,0.856,0.12,55.83841,0.39715,3,15
2026-09-12T10:22:14.20Z,47.9061100,2.1645746,1303.145,12.63,18.23,8.19,0.473,0.855,0.12,55.29204,0.39658,3,15
2026-09-12T10:22:14.30Z,47.9061214,2.1645990,1302.328,12.72,18.24,8.24,0.473,0.854,0.12,55.09884,0.39526,3,15
2026-09-12T10:22:14.40Z,47.9061330,2.1646233,1301.524,12.78,18.05,8.25,0.472,0.853,0.12,54.70184,0.39682,3,15
2026-09-12T10:22:14.50Z,47.9061446,2.1646473,1300.705,13.02,17.88,8.20,0.471,0.852,0.12,53.93638,0.39571,3,15
2026-09-12T10:22:14.60Z,47.9061563,2.1646712,1299.893,12.97,17.81,8.18,0.471,0.851,0.12,53.93305,0.39744,3,15
2026-09-12T10:22:14.70Z,47.9061680,2.1646951,1299.085,12.98,17.89,8.21,0.470,0.850,0.12,54.03298,0.39462,3,15
2026-09-12T10:22:14.80Z,47.9061798,2.1647190,1298.270,13.08,17.86,8.14,0.469,0.849,0.12,53.77215,0.39366,3,15
2026-09-12T10:22:14.90Z,47.9061916,2.1647428,1297.457,13.12,17.75,8.16,0.468,0.848,0.12,53.52760,0.39446,3,15
2026-09-12T10:22:15.00Z,47.9062034,2.1647666,1296.649,13.20,17.75,8.19,0.468,0.846,0.12,53.36176,0.39333,3,15
2026-09-12T10:22:15.10Z,47.9062154,2.1647903,1295.837,13.40,17.63,8.18,0.467,0.846,0.12,52.75715,0.39917,3,15
2026-09-12T10:22:15.20Z,47.9062276,2.1648138,1295.020,13.55,17.55,8.13,0.466,0.845,0.12,52.33552,0.39805,3,15
2026-09-12T10:22:15.30Z,47.9062398,2.1648373,1294.218,13.66,17.43,8.25,0.466,0.844,0.12,51.92455,0.39778,3,15
2026-09-12T10:22:15.40Z,47.9062522,2.1648605,1293.394,13.76,17.41,8.17,0.465,0.843,0.12,51.66873,0.40221,3,15
2026-09-12T10:22:15.50Z,47.9062646,2.1648837,1292.580,13.82,17.21,8.12,0.465,0.842,0.12,51.22688,0.42274,3,15
2026-09-12T10:22:15.60Z,47.9062771,2.1649066,1291.768,14.00,17.05,8.20,0.464,0.841,0.12,50.60195,0.41952,3,15
2026-09-12T10:22:15.70Z,47.9062898,2.1649293,1290.955,14.07,16.77,8.09,0.464,0.840,0.12,50.00202,0.42741,3,15
2026-09-12T10:22:15.80Z,47.9063025,2.1649517,1290.144,14.10,16.74,8.09,0.463,0.839,0.13,49.89023,0.42898,3,15
2026-09-12T10:22:15.90Z,47.9063153,2.1649741,1289.330,14.24,16.74,8.16,0.463,0.838,0.13,49.61159,0.42933,3,15
2026-09-12T10:22:16.00Z,47.9063281,2.1649964,1288.513,14.28,16.64,8.06,0.462,0.837,0.13,49.36519,0.42972,3,15
2026-09-12T10:22:16.10Z,47.9063410,2.1650186,1287.709,14.33,16.55,8.16,0.462,0.836,0.13,49.10710,0.42844,3,15
2026-09-12T10:22:16.20Z,47.9063540,2.1650406,1286.889,14.55,16.42,8.14,0.462,0.836,0.13,48.46199,0.42785,3,15
2026-09-12T10:22:16.30Z,47.9063672,2.1650625,1286.082,14.66,16.27,8.19,0.461,0.835,0.13,47.98035,0.43259,3,15
2026-09-12T10:22:16.40Z,47.9063804,2.1650842,1285.266,14.78,16.12,8.10,0.461,0.834,0.13,47.48813,0.43227,3,15
2026-09-12T10:22:16.50Z,47.9063937,2.1651058,1284.447,14.83,16.21,8.18,0.461,0.833,0.13,47.53955,0.42398,3,15
2026-09-12T10:22:16.60Z,47.9064072,2.1651273,1283.618,14.98,16.05,8.23,0.460,0.832,0.13,46.97402,0.42304,3,15
2026-09-12T10:22:16.70Z,47.9064206,2.1651487,1282.791,14.93,15.93,8.21,0.460,0.831,0.13,46.85749,0.42519,3,15
2026-09-12T10:22:16.80Z,47.9064341,2.1651700,1281.967,14.93,15.94,8.17,0.460,0.830,0.13,46.87836,0.42518,3,15
2026-09-12T10:22:16.90Z,47.9064475,2.1651913,1281.152,15.01,15.86,8.16,0.460,0.830,0.13,46.58385,0.42446,3,15
2026-09-12T10:22:17.00Z,47.9064611,2.1652124,1280.334,15.12,15.75,8.22,0.459,0.829,0.13,46.16463,0.42375,3,15
2026-09-12T10:22:17.10Z,47.9064748,2.1652335,1279.514,15.18,15.75,8.17,0.459,0.828,0.13,46.05526,0.42922,3,15
2026-09-12T10:22:17.20Z,47.9064884,2.1652545,1278.699,15.21,15.65,8.17,0.459,0.827,0.13,45.82655,0.42970,3,15
2026-09-12T10:22:17.30Z,47.9065021,2.1652753,1277.885,15.21,15.51,8.13,0.458,0.827,0.13,45.57435,0.44747,3,15
2026-09-12T10:22:17.40Z,47.9065158,2.1652961,1277.067,15.22,15.51,8.06,0.458,0.826,0.13,45.54127,0.45093,3,15
2026-09-12T10:22:17.50Z,47.9065296,2.1653167,1276.262,15.24,15.39,8.07,0.458,0.825,0.13,45.28179,0.45199,3,15
2026-09-12T10:22:17.60Z,47.9065433,2.1653371,1275.464,15.25,15.08,7.79,0.458,0.824,0.13,44.68065,0.43650,3,15
2026-09-12T10:22:17.70Z,47.9065569,2.1653570,1274.682,14.97,14.67,7.63,0.458,0.824,0.13,44.40678,0.40809,3,15
2026-09-12T10:22:17.80Z,47.9065702,2.1653764,1273.908,14.54,14.35,7.98,0.457,0.823,0.13,44.61942,0.39813,3,15
2026-09-12T10:22:17.90Z,47.9065833,2.1653956,1273.096,14.61,14.25,8.78,0.456,0.823,0.17,44.28853,0.42583,3,15
2026-09-12T10:22:18.00Z,47.9065967,2.1654151,1272.252,15.02,14.92,8.31,0.456,0.823,0.19,44.80725,0.42913,3,15
2026-09-12T10:22:18.10Z,47.9066102,2.1654353,1271.446,15.04,15.33,7.92,0.456,0.824,0.20,45.54601,0.42632,3,15
2026-09-12T10:22:18.20Z,47.9066239,2.1654559,1270.653,15.17,15.46,7.89,0.456,0.826,0.21,45.53352,0.42533,3,15
2026-09-12T10:22:18.30Z,47.9066376,2.1654766,1269.858,15.18,15.39,7.93,0.456,0.828,0.21,45.40523,0.42517,3,15
2026-09-12T10:22:18.40Z,47.9066513,2.1654971,1269.070,15.15,15.35,7.93,0.457,0.830,0.21,45.37503,0.42616,3,15
2026-09-12T10:22:18.50Z,47.9066650,2.1655177,1268.287,15.18,15.42,7.82,0.457,0.832,0.21,45.44159,0.42494,3,15
2026-09-12T10:22:18.60Z,47.9066787,2.1655384,1267.502,15.18,15.54,7.88,0.458,0.834,0.21,45.66118,0.42290,3,15
2026-09-12T10:22:18.70Z,47.9066924,2.1655593,1266.712,15.13,15.61,7.88,0.458,0.836,0.21,45.88437,0.42221,3,15
2026-09-12T10:22:18.80Z,47.9067060,2.1655801,1265.921,15.15,15.55,7.85,0.459,0.838,0.21,45.73372,0.42444,3,15
2026-09-12T10:22:18.90Z,47.9067197,2.1656009,1265.147,15.23,15.54,7.87,0.459,0.841,0.21,45.57302,0.42375,3,15
2026-09-12T10:22:19.00Z,47.9067335,2.1656217,1264.371,15.20,15.59,7.77,0.460,0.843,0.21,45.72283,0.42327,3,15
2026-09-12T10:22:19.10Z,47.9067472,2.1656426,1263.597,15.23,15.62,7.78,0.460,0.846,0.21,45.72630,0.42252,3,15
2026-09-12T10:22:19.20Z,47.9067610,2.1656635,1262.818,15.31,15.57,7.74,0.461,0.848,0.21,45.47974,0.42135,3,15
2026-09-12T10:22:19.30Z,47.9067748,2.1656842,1262.034,15.19,15.41,7.74,0.461,0.850,0.21,45.42153,0.42386,3,15
2026-09-12T10:22:19.40Z,47.9067885,2.1657049,1261.262,15.16,15.46,7.75,0.462,0.853,0.21,45.56062,0.42344,3,15
2026-09-12T10:22:19.50Z,47.9068022,2.1657255,1260.488,15.23,15.37,7.72,0.462,0.855,0.21,45.26858,0.42334,3,15
2026-09-12T10:22:19.60Z,47.9068160,2.1657461,1259.708,15.24,15.36,7.70,0.463,0.858,0.21,45.22049,0.42318,3,15
2026-09-12T10:22:19.70Z,47.9068297,2.1657666,1258.940,15.14,15.31,7.80,0.464,0.860,0.21,45.31197,0.42510,3,15
2026-09-12T10:22:19.80Z,47.9068434,2.1657870,1258.164,15.28,15.25,7.76,0.464,0.862,0.21,44.93714,0.42491,3,15
2026-09-12T10:22:19.90Z,47.9068572,2.1658074,1257.401,15.32,15.25,7.72,0.465,0.865,0.21,44.86120,0.42445,3,15
2026-09-12T10:22:20.00Z,47.9068710,2.1658278,1256.631,15.33,15.23,7.71,0.465,0.867,0.21,44.80635,0.42436,3,15
2026-09-12T10:22:20.10Z,47.9068849,2.1658482,1255.859,15.34,15.28,7.73,0.466,0.870,0.21,44.89093,0.42332,3,15
2026-09-12T10:22:20.20Z,47.9068988,2.1658687,1255.101,15.45,15.29,7.55,0.466,0.872,0.21,44.69912,0.42203,3,15
2026-09-12T10:22:20.30Z,47.9069127,2.1658892,1254.346,15.36,15.40,7.51,0.467,0.874,0.21,45.07634,0.42108,3,15
2026-09-12T10:22:20.40Z,47.9069266,2.1659099,1253.601,15.58,15.52,7.35,0.467,0.877,0.21,44.89859,0.41659,3,15
2026-09-12T10:22:20.50Z,47.9069406,2.1659307,1252.846,15.32,15.41,7.46,0.468,0.879,0.20,45.17079,0.41759,3,15
2026-09-12T10:22:20.60Z,47.9069544,2.1659514,1252.098,15.28,15.56,7.51,0.468,0.880,0.20,45.51799,0.41320,3,15
2026-09-12T10:22:20.70Z,47.9069682,2.1659723,1251.365,15.37,15.57,7.46,0.468,0.881,0.19,45.36568,0.41106,3,15
2026-09-12T10:22:20.80Z,47.9069821,2.1659932,1250.609,15.33,15.62,7.45,0.468,0.882,0.19,45.54498,0.40621,3,15
2026-09-12T10:22:20.90Z,47.9069958,2.1660140,1249.845,15.10,15.57,7.59,0.468,0.883,0.18,45.87749,0.40972,3,15
2026-09-12T10:22:21.00Z,47.9070093,2.1660348,1249.072,14.90,15.48,7.67,0.468,0.883,0.18,46.10170,0.41254,3,15
2026-09-12T10:22:21.10Z,47.9070227,2.1660555,1248.300,14.85,15.54,7.67,0.467,0.883,0.18,46.30834,0.41232,3,15
2026-09-12T10:22:21.20Z,47.9070361,2.1660763,1247.532,14.89,15.53,7.68,0.467,0.884,0.18,46.20103,0.41210,3,15
2026-09-12T10:22:21.30Z,47.9070495,2.1660972,1246.765,14.93,15.68,7.55,0.467,0.884,0.18,46.39798,0.40937,3,15
2026-09-12T10:22:21.40Z,47.9070630,2.1661184,1245.999,14.98,16.06,7.45,0.467,0.885,0.18,47.00071,0.40359,3,15
2026-09-12T10:22:21.50Z,47.9070766,2.1661401,1245.231,15.13,16.30,7.62,0.466,0.885,0.17,47.12279,0.37370,3,15
2026-09-12T10:22:21.60Z,47.9070901,2.1661617,1244.462,14.98,16.07,7.77,0.466,0.884,0.15,46.99994,0.36631,3,15
2026-09-12T10:22:21.70Z,47.9071035,2.1661830,1243.668,14.76,15.80,7.75,0.465,0.883,0.14,46.95629,0.37898,3,15
2026-09-12T10:22:21.80Z,47.9071168,2.1662042,1242.884,14.66,15.93,7.66,0.464,0.882,0.13,47.37217,0.37813,3,15
2026-09-12T10:22:21.90Z,47.9071299,2.1662255,1242.129,14.50,15.89,7.72,0.463,0.880,0.13,47.61044,0.38655,3,15
2026-09-12T10:22:22.00Z,47.9071429,2.1662466,1241.361,14.37,15.79,7.65,0.463,0.879,0.13,47.69965,0.38927,3,15
2026-09-12T10:22:22.10Z,47.9071558,2.1662677,1240.596,14.12,15.71,7.57,0.462,0.878,0.13,48.05134,0.39397,3,14
2026-09-12T10:22:22.20Z,47.9071682,2.1662886,1239.834,13.42,15.53,7.65,0.461,0.877,0.14,49.17013,0.40677,3,15
2026-09-12T10:22:22.30Z,47.9071803,2.1663095,1239.056,13.64,15.78,8.14,0.461,0.877,0.15,49.16236,0.39467,3,15
2026-09-12T10:22:22.40Z,47.9071929,2.1663306,1238.251,14.31,15.76,7.94,0.460,0.877,0.17,47.77248,0.42474,3,15
2026-09-12T10:22:22.50Z,47.9072058,2.1663520,1237.485,14.25,16.13,7.79,0.460,0.878,0.17,48.54799,0.44654,3,15
2026-09-12T10:22:22.60Z,47.9072186,2.1663736,1236.718,14.20,16.14,7.85,0.461,0.879,0.17,48.64496,0.44756,3,15
2026-09-12T10:22:22.70Z,47.9072315,2.1663951,1235.945,14.21,16.08,7.79,0.461,0.879,0.18,48.52353,0.44913,3,15
2026-09-12T10:22:22.80Z,47.9072442,2.1664168,1235.178,14.01,16.34,7.69,0.461,0.880,0.18,49.38558,0.46248,3,15
2026-09-12T10:22:22.90Z,47.9072568,2.1664388,1234.413,13.97,16.49,7.86,0.461,0.881,0.18,49.72979,0.46094,3,15
2026-09-12T10:22:23.00Z,47.9072695,2.1664609,1233.656,14.09,16.52,7.61,0.461,0.882,0.18,49.55140,0.44322,3,15
2026-09-12T10:22:23.10Z,47.9072821,2.1664831,1232.892,13.94,16.54,7.71,0.461,0.883,0.18,49.88394,0.43292,3,15
2026-09-12T10:22:23.20Z,47.9072947,2.1665052,1232.117,13.98,16.54,7.75,0.461,0.884,0.18,49.79069,0.43217,3,15
2026-09-12T10:22:23.30Z,47.9073074,2.1665274,1231.342,13.97,16.66,7.73,0.462,0.885,0.18,50.01892,0.43095,3,15
2026-09-12T10:22:23.40Z,47.9073199,2.1665498,1230.585,13.90,16.75,7.65,0.462,0.886,0.18,50.32658,0.43108,3,15
2026-09-12T10:22:23.50Z,47.9073325,2.1665722,1229.825,14.04,16.69,7.62,0.462,0.887,0.18,49.92721,0.42965,3,15
2026-09-12T10:22:23.60Z,47.9073452,2.1665945,1229.071,14.07,16.75,7.51,0.462,0.888,0.18,49.96825,0.41941,3,15
2026-09-12T10:22:23.70Z,47.9073579,2.1666171,1228.333,14.03,16.88,7.55,0.462,0.889,0.17,50.26378,0.38698,3,15
2026-09-12T10:22:23.80Z,47.9073705,2.1666396,1227.561,13.87,16.86,7.76,0.462,0.889,0.17,50.56040,0.38794,3,15
2026-09-12T10:22:23.90Z,47.9073830,2.1666621,1226.776,13.90,16.78,7.71,0.461,0.889,0.16,50.35462,0.38546,3,15
2026-09-12T10:22:24.00Z,47.9073955,2.1666845,1226.010,13.94,16.74,7.69,0.461,0.889,0.16,50.20857,0.37325,3,15
2026-09-12T10:22:24.10Z,47.9074081,2.1667069,1225.240,14.03,16.80,7.73,0.461,0.889,0.16,50.14158,0.37109,3,15
2026-09-12T10:22:24.20Z,47.9074207,2.1667294,1224.465,14.00,16.81,7.66,0.460,0.889,0.16,50.20232,0.37117,3,15
2026-09-12T10:22:24.30Z,47.9074333,2.1667519,1223.686,14.04,16.75,7.75,0.460,0.888,0.15,50.01445,0.37123,3,15
2026-09-12T10:22:24.40Z,47.9074460,2.1667742,1222.917,14.22,16.73,7.71,0.459,0.888,0.14,49.63722,0.36885,3,15
2026-09-12T10:22:24.50Z,47.9074588,2.1667966,1222.140,14.18,16.69,7.73,0.458,0.887,0.14,49.66449,0.36946,3,15
2026-09-12T10:22:24.60Z,47.9074716,2.1668188,1221.377,14.49,16.61,7.81,0.458,0.887,0.14,48.90123,0.36609,3,15
2026-09-12T10:22:24.70Z,47.9074849,2.1668413,1220.603,14.92,16.94,7.70,0.457,0.886,0.14,48.62038,0.35707,3,15
2026-09-12T10:22:24.80Z,47.9074982,2.1668640,1219.836,14.71,17.12,7.86,0.457,0.885,0.13,49.33974,0.35719,3,15
2026-09-12T10:22:24.90Z,47.9075113,2.1668867,1219.048,14.38,16.83,7.76,0.456,0.884,0.12,49.47475,0.37365,3,15
2026-09-12T10:22:25.00Z,47.9075243,2.1669091,1218.282,14.36,16.71,7.68,0.455,0.883,0.13,49.31964,0.39304,3,15
2026-09-12T10:22:25.10Z,47.9075372,2.1669314,1217.525,14.43,16.56,7.60,0.455,0.882,0.13,48.93082,0.42355,3,15
2026-09-12T10:22:25.20Z,47.9075502,2.1669534,1216.776,14.39,16.52,7.61,0.454,0.881,0.13,48.92621,0.42464,3,15
2026-09-12T10:22:25.30Z,47.9075630,2.1669755,1216.037,14.31,16.52,7.59,0.454,0.880,0.13,49.11311,0.44217,3,15
2026-09-12T10:22:25.40Z,47.9075759,2.1669975,1215.306,14.31,16.52,7.47,0.454,0.879,0.13,49.10192,0.44222,3,15
2026-09-12T10:22:25.50Z,47.9075887,2.1670196,1214.571,14.33,16.47,7.56,0.453,0.878,0.13,48.98927,0.45466,3,15
2026-09-12T10:22:25.60Z,47.9076017,2.1670416,1213.833,14.43,16.50,7.52,0.453,0.877,0.13,48.82894,0.45264,3,15
2026-09-12T10:22:25.70Z,47.9076147,2.1670638,1213.103,14.51,16.69,7.44,0.453,0.876,0.13,48.99593,0.46679,3,15
2026-09-12T10:22:25.80Z,47.9076276,2.1670862,1212.372,14.36,16.89,7.34,0.453,0.875,0.13,49.61902,0.46617,3,15
2026-09-12T10:22:25.90Z,47.9076405,2.1671086,1211.667,14.22,16.68,7.08,0.453,0.874,0.13,49.54954,0.48487,3,15
2026-09-12T10:22:26.00Z,47.9076532,2.1671308,1210.978,14.17,16.60,6.95,0.453,0.873,0.12,49.52695,0.52225,3,15
2026-09-12T10:22:26.10Z,47.9076659,2.1671531,1210.288,14.00,16.77,7.07,0.453,0.872,0.12,50.14907,0.52155,3,15
2026-09-12T10:22:26.20Z,47.9076784,2.1671755,1209.594,13.87,16.73,6.90,0.453,0.871,0.12,50.33015,0.54048,3,15
2026-09-12T10:22:26.30Z,47.9076908,2.1671978,1208.912,13.78,16.76,6.84,0.453,0.870,0.12,50.57298,0.54704,3,15
2026-09-12T10:22:26.40Z,47.9077032,2.1672203,1208.246,13.66,16.84,6.80,0.453,0.868,0.12,50.96302,0.56401,3,15
2026-09-12T10:22:26.50Z,47.9077154,2.1672428,1207.574,13.53,16.86,6.75,0.454,0.867,0.12,51.26695,0.57776,3,15
2026-09-12T10:22:26.60Z,47.9077274,2.1672653,1206.905,13.36,16.86,6.77,0.454,0.866,0.12,51.62251,0.59175,3,15
2026-09-12T10:22:26.70Z,47.9077393,2.1672879,1206.228,13.08,17.01,6.76,0.455,0.865,0.13,52.43785,0.59397,3,15
2026-09-12T10:22:26.80Z,47.9077509,2.1673108,1205.557,12.79,17.16,6.83,0.455,0.864,0.13,53.29337,0.59802,3,15
2026-09-12T10:22:26.90Z,47.9077623,2.1673339,1204.891,12.64,17.31,6.85,0.456,0.863,0.13,53.87443,0.59982,3,15
2026-09-12T10:22:27.00Z,47.9077736,2.1673572,1204.222,12.42,17.50,6.76,0.456,0.862,0.14,54.64873,0.60418,3,15
2026-09-12T10:22:27.10Z,47.9077846,2.1673807,1203.546,12.16,17.64,6.99,0.457,0.862,0.14,55.41426,0.60444,3,15
2026-09-12T10:22:27.20Z,47.9077955,2.1674044,1202.863,12.12,17.80,6.89,0.458,0.861,0.14,55.75960,0.60619,3,15
2026-09-12T10:22:27.30Z,47.9078063,2.1674282,1202.186,11.86,17.85,6.76,0.459,0.860,0.14,56.38661,0.61672,3,15
2026-09-12T10:22:27.40Z,47.9078168,2.1674521,1201.522,11.57,17.90,6.71,0.459,0.859,0.14,57.13155,0.62213,3,15
2026-09-12T10:22:27.50Z,47.9078271,2.1674760,1200.851,11.39,17.81,6.83,0.460,0.859,0.14,57.40015,0.62658,3,15
2026-09-12T10:22:27.60Z,47.9078372,2.1674998,1200.170,11.05,17.85,6.88,0.461,0.858,0.14,58.23093,0.63072,3,15
2026-09-12T10:22:27.70Z,47.9078471,2.1675237,1199.488,10.85,17.89,6.98,0.462,0.857,0.14,58.77046,0.60682,3,15
2026-09-12T10:22:27.80Z,47.9078567,2.1675478,1198.809,10.67,17.97,6.88,0.462,0.856,0.14,59.29761,0.59332,3,15
2026-09-12T10:22:27.90Z,47.9078663,2.1675718,1198.140,10.61,17.86,6.68,0.463,0.855,0.12,59.29561,0.56895,3,15
2026-09-12T10:22:28.00Z,47.9078758,2.1675956,1197.467,10.43,17.81,6.75,0.463,0.855,0.13,59.64923,0.55262,3,15
2026-09-12T10:22:28.10Z,47.9078852,2.1676194,1196.789,10.33,17.93,6.82,0.463,0.854,0.12,60.06477,0.48482,3,15
2026-09-12T10:22:28.20Z,47.9078944,2.1676433,1196.097,10.23,17.93,6.87,0.463,0.853,0.12,60.28537,0.43607,3,15
2026-09-12T10:22:28.30Z,47.9079036,2.1676671,1195.403,10.16,17.90,7.13,0.462,0.853,0.12,60.40743,0.41280,3,15
2026-09-12T10:22:28.40Z,47.9079128,2.1676912,1194.689,10.24,18.17,7.22,0.461,0.852,0.12,60.60911,0.40839,3,15
2026-09-12T10:22:28.50Z,47.9079221,2.1677155,1193.969,10.31,18.30,7.05,0.461,0.852,0.14,60.60347,0.39542,3,15
2026-09-12T10:22:28.60Z,47.9079314,2.1677398,1193.252,10.30,18.21,7.17,0.460,0.852,0.14,60.49597,0.40548,3,15
2026-09-12T10:22:28.70Z,47.9079406,2.1677641,1192.518,10.11,18.17,7.42,0.460,0.851,0.15,60.91657,0.41601,3,15
2026-09-12T10:22:28.80Z,47.9079497,2.1677884,1191.777,10.13,18.26,7.48,0.459,0.851,0.15,60.96884,0.41436,3,15
2026-09-12T10:22:28.90Z,47.9079589,2.1678128,1191.019,10.16,18.27,7.45,0.459,0.851,0.15,60.93145,0.41403,3,15
2026-09-12T10:22:29.00Z,47.9079681,2.1678372,1190.272,10.14,18.28,7.42,0.458,0.851,0.15,60.98185,0.41390,3,15
2026-09-12T10:22:29.10Z,47.9079772,2.1678615,1189.519,10.14,18.17,7.44,0.458,0.851,0.14,60.84639,0.41596,3,15
2026-09-12T10:22:29.20Z,47.9079863,2.1678858,1188.775,10.00,18.23,7.40,0.457,0.851,0.14,61.26657,0.42086,3,15
2026-09-12T10:22:29.30Z,47.9079953,2.1679102,1188.026,9.94,18.31,7.55,0.457,0.851,0.14,61.51094,0.41998,3,15
2026-09-12T10:22:29.40Z,47.9080043,2.1679347,1187.260,10.03,18.24,7.75,0.456,0.851,0.14,61.18259,0.42479,3,15
2026-09-12T10:22:29.50Z,47.9080133,2.1679591,1186.475,10.13,18.38,7.81,0.456,0.851,0.14,61.14758,0.41955,3,15
2026-09-12T10:22:29.60Z,47.9080225,2.1679837,1185.697,10.15,18.42,7.81,0.455,0.851,0.14,61.14140,0.41865,3,15
2026-09-12T10:22:29.70Z,47.9080317,2.1680082,1184.907,10.11,18.35,7.76,0.455,0.850,0.14,61.14323,0.41319,3,15
2026-09-12T10:22:29.80Z,47.9080408,2.1680327,1184.114,10.13,18.41,7.87,0.454,0.850,0.13,61.17817,0.41182,3,15
2026-09-12T10:22:29.90Z,47.9080499,2.1680574,1183.317,9.99,18.53,8.00,0.454,0.850,0.13,61.66452,0.41127,3,15
