time,lat,lon,hMSL,velN,velE,velD,hAcc,vAcc,sAcc,heading,cAcc,gpsFix,numSV
,(deg),(deg),(m),(m/s),(m/s),(m/s),(m),(m),(m/s),(deg),(deg),,
2026-09-12T10:21:30.10Z,47.8992716,2.1573003,1651.155,17.81,-8.24,14.29,235.730,406.181,5.22,335.16230,23.40175,3,4
2026-09-12T10:21:30.40Z,47.8993207,2.1572699,1646.960,18.17,-7.65,14.18,105.622,180.509,1.93,337.17368,8.90198,3,4
2026-09-12T10:21:30.60Z,47.8993581,2.1572521,1644.982,18.69,-7.05,13.16,118.539,203.617,1.50,339.34452,8.13849,3,4
2026-09-12T10:21:30.70Z,47.8993769,2.1572442,1644.056,18.93,-6.80,12.83,108.051,185.681,1.30,340.25114,7.58186,3,4
2026-09-12T10:21:30.80Z,47.8993958,2.1572365,1643.135,19.29,-6.47,12.09,100.460,172.721,1.02,341.46306,7.01363,3,4
2026-09-12T10:21:30.90Z,47.8994157,2.1572294,1642.418,19.82,-6.07,10.91,93.649,161.008,0.65,342.98117,6.38051,3,4
2026-09-12T10:21:31.00Z,47.8994347,2.1572219,1641.553,19.96,-5.87,10.79,88.787,152.663,0.59,343.61750,6.02333,3,4
2026-09-12T10:21:31.10Z,47.8994541,2.1572149,1640.736,20.17,-5.57,10.37,84.522,145.435,0.48,344.56310,5.61794,3,4
2026-09-12T10:21:31.20Z,47.8994737,2.1572085,1640.016,20.31,-5.23,9.83,80.831,139.157,0.41,345.56132,5.30431,3,4
2026-09-12T10:21:31.40Z,47.8995080,2.1571937,1637.599,20.52,-4.57,9.34,77.192,132.870,0.44,347.43307,5.00393,3,4
2026-09-12T10:21:31.50Z,47.8995257,2.1571872,1636.541,20.51,-4.37,9.05,74.000,127.360,0.45,347.97908,4.80527,3,4
2026-09-12T10:21:31.60Z,47.8995451,2.1571821,1635.863,20.80,-4.29,8.30,68.867,118.402,0.50,348.34394,4.51870,3,4
2026-09-12T10:21:31.70Z,47.8995627,2.1571754,1634.844,20.56,-4.52,8.39,63.522,109.041,0.45,347.58977,4.36191,3,4
2026-09-12T10:21:31.80Z,47.8995824,2.1571702,1634.296,20.49,-4.45,8.02,59.285,101.639,0.49,347.73622,4.16438,3,4
2026-09-12T10:21:31.90Z,47.8995993,2.1571632,1633.172,20.60,-4.41,7.84,55.831,95.605,0.51,347.91947,3.96013,3,4
2026-09-12T10:21:32.00Z,47.8996145,2.1571553,1631.682,20.43,-4.12,8.16,51.756,88.448,0.46,348.60125,3.77463,3,4
2026-09-12T10:21:32.20Z,47.8996505,2.1571438,1629.944,20.42,-4.12,7.60,48.662,82.949,0.61,348.58400,3.84749,3,4
2026-09-12T10:21:32.30Z,47.8996659,2.1571364,1628.578,20.16,-3.99,7.63,46.170,78.493,0.69,348.79106,3.99286,3,4
2026-09-12T10:21:32.40Z,47.8996839,2.1571313,1627.793,20.27,-3.74,7.32,43.698,74.061,0.72,349.55143,3.81591,3,4
2026-09-12T10:21:32.60Z,47.8997183,2.1571205,1625.879,20.35,-3.33,7.25,41.660,70.400,0.78,350.70182,3.69687,3,4
2026-09-12T10:21:32.80Z,47.8997566,2.1571136,1624.747,20.47,-2.82,6.74,39.855,67.145,0.84,352.14170,3.48458,3,4
2026-09-12T10:21:32.90Z,47.8997735,2.1571090,1623.748,20.26,-2.72,6.93,38.369,64.454,0.78,352.35448,3.33779,3,4
2026-09-12T10:21:33.00Z,47.8997925,2.1571061,1623.162,20.45,-2.63,6.92,37.077,62.115,0.78,352.65900,3.19498,3,4
2026-09-12T10:21:33.10Z,47.8998126,2.1571041,1622.809,20.82,-2.42,6.34,35.939,60.058,0.82,353.37997,2.94525,3,4
2026-09-12T10:21:33.30Z,47.8998517,2.1571004,1621.854,20.42,-1.73,6.62,34.892,58.206,0.72,355.14640,2.62559,3,4
2026-09-12T10:21:33.40Z,47.8998727,2.1571006,1621.616,20.37,-1.60,6.66,33.937,56.522,0.69,355.49836,2.51452,3,4
2026-09-12T10:21:33.50Z,47.8998925,2.1571001,1621.212,20.33,-1.37,6.64,33.062,54.982,0.69,356.14626,2.42210,3,4
2026-09-12T10:21:33.60Z,47.8999126,2.1571001,1620.895,20.16,-1.12,6.70,32.152,53.468,0.58,356.81583,2.12666,3,4
2026-09-12T10:21:33.70Z,47.8999337,2.1571012,1620.756,20.27,-1.06,6.64,31.223,51.983,0.52,357.00948,1.91979,3,4
2026-09-12T10:21:33.90Z,47.8999741,2.1571029,1620.014,20.18,-0.38,7.07,30.347,50.607,0.45,358.91326,1.71208,3,4
2026-09-12T10:21:34.00Z,47.8999941,2.1571041,1619.615,20.16,-0.36,7.21,29.544,49.332,0.43,358.97351,1.67297,3,4
2026-09-12T10:21:34.20Z,47.9000314,2.1571053,1618.350,19.81,0.33,7.41,28.820,48.177,0.41,0.95712,1.58048,3,4
2026-09-12T10:21:34.30Z,47.9000501,2.1571068,1617.788,19.83,0.66,7.52,28.141,47.085,0.41,1.90978,1.50039,3,4
2026-09-12T10:21:34.40Z,47.9000686,2.1571086,1617.188,19.71,1.12,7.50,27.547,46.133,0.41,3.23828,1.44842,3,4
2026-09-12T10:21:34.50Z,47.9000872,2.1571112,1616.633,19.88,1.67,7.46,26.994,45.242,0.42,4.80139,1.34256,3,4
2026-09-12T10:21:34.70Z,47.9001253,2.1571182,1615.594,19.81,2.14,7.62,26.488,44.426,0.42,6.16707,1.27800,3,4
2026-09-12T10:21:34.90Z,47.9001643,2.1571275,1614.656,20.16,2.96,7.67,26.014,43.659,0.44,8.35302,1.14654,3,4
2026-09-12T10:21:35.10Z,47.9002008,2.1571371,1613.257,19.86,3.92,8.05,25.542,42.886,0.41,11.15620,0.98897,3,4
2026-09-12T10:21:35.30Z,47.9002393,2.1571504,1612.162,19.79,4.38,8.22,25.216,42.373,0.40,12.46875,0.97586,3,4
2026-09-12T10:21:35.40Z,47.9002578,2.1571569,1611.517,19.85,4.50,8.28,24.944,41.954,0.40,12.78039,1.02570,3,4
2026-09-12T10:21:35.50Z,47.9002760,2.1571632,1610.842,19.74,4.70,8.30,24.576,41.355,0.40,13.38516,0.93185,3,4
2026-09-12T10:21:35.70Z,47.9003131,2.1571778,1609.486,19.63,5.20,8.42,24.241,40.810,0.40,14.82651,0.88084,3,4
2026-09-12T10:21:35.90Z,47.9003523,2.1571956,1608.552,19.61,5.82,8.66,23.900,40.249,0.39,16.53712,0.76829,3,4
2026-09-12T10:21:36.00Z,47.9003722,2.1572053,1608.146,19.55,6.21,8.70,23.562,39.691,0.38,17.62033,0.72716,3,4
2026-09-12T10:21:36.20Z,47.9004070,2.1572222,1606.351,19.65,6.68,8.87,23.274,39.220,0.38,18.77028,0.74260,3,4
2026-09-12T10:21:36.30Z,47.9004238,2.1572305,1605.390,19.57,6.93,8.87,22.981,38.740,0.38,19.48771,0.72229,3,4
2026-09-12T10:21:36.50Z,47.9004603,2.1572503,1603.912,19.74,7.29,8.64,22.798,38.453,0.41,20.26718,0.72634,3,4
2026-09-12T10:21:36.60Z,47.9004796,2.1572615,1603.391,19.45,7.64,8.80,22.605,38.149,0.39,21.45810,0.71278,3,4
2026-09-12T10:21:36.70Z,47.9004990,2.1572733,1602.851,19.52,8.00,8.77,22.420,37.855,0.40,22.27598,0.69945,3,4
2026-09-12T10:21:36.80Z,47.9005180,2.1572853,1602.266,19.56,8.26,8.75,22.240,37.570,0.40,22.90239,0.69172,3,4
2026-09-12T10:21:36.90Z,47.9005353,2.1572964,1601.393,19.34,8.52,8.88,22.068,37.296,0.39,23.77502,0.69360,3,4
2026-09-12T10:21:37.00Z,47.9005536,2.1573086,1600.692,19.44,8.78,8.89,21.871,36.976,0.40,24.29241,0.67409,3,4
2026-09-12T10:21:37.10Z,47.9005728,2.1573219,1600.148,19.33,9.03,8.86,21.680,36.665,0.40,25.03924,0.67651,3,4
2026-09-12T10:21:37.30Z,47.9006071,2.1573464,1598.303,19.26,9.48,8.96,21.478,36.330,0.40,26.21505,0.69539,3,4
2026-09-12T10:21:37.40Z,47.9006241,2.1573589,1597.383,19.45,9.72,8.82,21.300,36.039,0.41,26.55412,0.74371,3,4
2026-09-12T10:21:37.50Z,47.9006413,2.1573717,1596.478,19.42,9.94,8.88,21.129,35.758,0.41,27.11409,0.74484,3,4
2026-09-12T10:21:37.60Z,47.9006578,2.1573844,1595.414,19.59,10.09,8.77,20.964,35.488,0.42,27.25324,0.73890,3,4
2026-09-12T10:21:37.70Z,47.9006740,2.1573969,1594.319,19.48,10.28,8.79,20.806,35.230,0.42,27.83179,0.74447,3,4
2026-09-12T10:21:37.80Z,47.9006908,2.1574104,1593.381,19.29,10.54,8.68,20.654,34.981,0.43,28.65040,0.75527,3,4
2026-09-12T10:21:37.90Z,47.9007079,2.1574245,1592.505,19.17,10.72,8.63,20.470,34.674,0.43,29.19885,0.71118,3,4
2026-09-12T10:21:38.00Z,47.9007240,2.1574383,1591.442,19.12,11.00,8.70,20.293,34.377,0.43,29.91070,0.72141,3,4
2026-09-12T10:21:38.20Z,47.9007632,2.1574713,1590.637,18.86,11.24,9.16,7.139,12.209,0.18,30.78707,0.41434,3,11
2026-09-12T10:21:38.40Z,47.9007970,2.1575013,1588.768,18.82,11.50,9.10,5.219,9.003,0.16,31.42960,0.41568,3,11
2026-09-12T10:21:38.50Z,47.9008144,2.1575167,1587.899,18.94,11.68,9.00,4.333,7.527,0.16,31.65713,0.40786,3,11
2026-09-12T10:21:38.60Z,47.9008315,2.1575322,1586.971,18.86,11.81,8.92,3.792,6.628,0.16,32.04398,0.40714,3,11
2026-09-12T10:21:38.70Z,47.9008484,2.1575478,1586.030,18.69,11.96,8.96,3.422,6.013,0.16,32.62884,0.41003,3,11
2026-09-12T10:21:38.80Z,47.9008654,2.1575639,1585.127,18.67,12.19,8.90,3.156,5.572,0.16,33.14744,0.40918,3,11
2026-09-12T10:21:38.90Z,47.9008823,2.1575802,1584.228,18.56,12.41,8.90,2.947,5.225,0.15,33.76586,0.40966,3,11
2026-09-12T10:21:39.00Z,47.9008992,2.1575968,1583.345,18.39,12.50,8.81,2.784,4.955,0.15,34.19155,0.41193,3,11
2026-09-12T10:21:39.10Z,47.9009162,2.1576137,1582.525,18.30,12.65,8.71,2.658,4.746,0.15,34.65085,0.41251,3,11
2026-09-12T10:21:39.20Z,47.9009332,2.1576308,1581.704,18.38,12.75,8.75,2.552,4.572,0.15,34.75668,0.41029,3,11
2026-09-12T10:21:39.30Z,47.9009502,2.1576481,1580.905,18.42,12.74,8.58,2.463,4.426,0.15,34.67365,0.40935,3,11
2026-09-12T10:21:39.40Z,47.9009670,2.1576651,1580.049,18.43,12.80,8.57,2.373,4.275,0.16,34.77649,0.40907,3,11
2026-09-12T10:21:39.50Z,47.9009838,2.1576823,1579.203,18.51,12.97,8.54,2.292,4.140,0.16,35.01321,0.40663,3,11
2026-09-12T10:21:39.60Z,47.9010007,2.1576997,1578.387,18.36,13.04,8.44,2.223,4.025,0.16,35.38797,0.40899,3,11
2026-09-12T10:21:39.70Z,47.9010173,2.1577170,1577.538,18.41,13.06,8.33,2.157,3.915,0.16,35.36307,0.40799,3,11
2026-09-12T10:21:39.80Z,47.9010341,2.1577346,1576.707,18.42,13.23,8.37,2.100,3.819,0.15,35.67731,0.40338,3,11
2026-09-12T10:21:39.90Z,47.9010508,2.1577523,1575.888,18.29,13.34,8.21,2.047,3.731,0.15,36.10766,0.40506,3,11
2026-09-12T10:21:40.00Z,47.9010673,2.1577701,1575.045,18.29,13.42,8.21,1.997,3.645,0.15,36.27564,0.40443,3,11
2026-09-12T10:21:40.10Z,47.9010839,2.1577880,1574.225,18.31,13.45,8.15,1.951,3.568,0.15,36.30611,0.38753,3,11
2026-09-12T10:21:40.20Z,47.9011004,2.1578060,1573.391,18.29,13.51,8.15,1.908,3.495,0.16,36.43960,0.38769,3,11
2026-09-12T10:21:40.30Z,47.9011169,2.1578239,1572.557,18.20,13.51,8.13,1.867,3.426,0.16,36.58823,0.38931,3,11
2026-09-12T10:21:40.40Z,47.9011334,2.1578420,1571.756,18.23,13.43,8.10,1.832,3.366,0.16,36.39183,0.38921,3,11
2026-09-12T10:21:40.50Z,47.9011499,2.1578599,1570.939,18.18,13.46,8.02,1.797,3.307,0.16,36.52413,0.37873,3,11
2026-09-12T10:21:40.60Z,47.9011664,2.1578779,1570.126,18.22,13.46,7.98,1.763,3.250,0.16,36.44887,0.37796,3,11
2026-09-12T10:21:40.70Z,47.9011828,2.1578958,1569.306,18.23,13.48,8.00,1.732,3.195,0.15,36.48243,0.37768,3,11
2026-09-12T10:21:40.80Z,47.9011992,2.1579138,1568.504,18.11,13.43,7.96,1.703,3.146,0.15,36.57063,0.38008,3,11
2026-09-12T10:21:40.90Z,47.9012156,2.1579317,1567.704,18.14,13.41,7.90,1.675,3.099,0.15,36.46632,0.37961,3,11
2026-09-12T10:21:41.00Z,47.9012320,2.1579495,1566.903,18.17,13.46,7.79,1.648,3.052,0.15,36.54317,0.37881,3,11
2026-09-12T10:21:41.10Z,47.9012484,2.1579675,1566.112,18.15,13.42,7.83,1.622,3.007,0.15,36.47040,0.37932,3,11
2026-09-12T10:21:41.20Z,47.9012648,2.1579853,1565.317,18.32,13.33,7.88,1.597,2.965,0.16,36.03446,0.37691,3,11
2026-09-12T10:21:41.30Z,47.9012814,2.1580029,1564.531,18.33,13.16,7.76,1.575,2.927,0.16,35.66624,0.37758,3,11
2026-09-12T10:21:41.40Z,47.9012980,2.1580204,1563.739,18.45,13.11,7.74,1.552,2.887,0.16,35.39179,0.37584,3,11
2026-09-12T10:21:41.50Z,47.9013146,2.1580378,1562.937,18.50,13.10,7.68,1.529,2.849,0.16,35.28792,0.37489,3,11
2026-09-12T10:21:41.60Z,47.9013312,2.1580552,1562.140,18.43,13.07,7.58,1.507,2.810,0.16,35.33170,0.37625,3,11
2026-09-12T10:21:41.70Z,47.9013477,2.1580724,1561.332,18.43,13.06,7.57,1.486,2.772,0.16,35.32938,0.37634,3,11
2026-09-12T10:21:41.80Z,47.9013642,2.1580898,1560.544,18.31,13.11,7.50,1.466,2.738,0.16,35.60034,0.37828,3,11
2026-09-12T10:21:41.90Z,47.9013807,2.1581072,1559.756,18.38,13.08,7.60,1.446,2.704,0.16,35.44605,0.37728,3,11
2026-09-12T10:21:42.00Z,47.9013972,2.1581245,1558.954,18.46,13.06,7.60,1.427,2.669,0.16,35.27367,0.37585,3,11
2026-09-12T10:21:42.10Z,47.9014137,2.1581419,1558.166,18.29,13.12,7.53,1.408,2.636,0.16,35.66036,0.37860,3,11
2026-09-12T10:21:42.20Z,47.9014301,2.1581592,1557.385,18.28,12.95,7.49,1.390,2.604,0.16,35.30489,0.37951,3,11
2026-09-12T10:21:42.30Z,47.9014465,2.1581763,1556.589,18.43,12.85,7.50,1.373,2.573,0.16,34.89763,0.38861,3,11
2026-09-12T10:21:42.40Z,47.9014631,2.1581935,1555.816,18.44,13.00,7.35,1.357,2.543,0.15,35.18769,0.38757,3,11
2026-09-12T10:21:42.50Z,47.9014796,2.1582107,1555.049,18.28,12.95,7.49,1.341,2.515,0.15,35.30892,0.39072,3,11
2026-09-12T10:21:42.60Z,47.9014960,2.1582280,1554.293,18.19,13.02,7.46,1.327,2.490,0.15,35.59979,0.39191,3,11
2026-09-12T10:21:42.70Z,47.9015124,2.1582455,1553.550,18.12,13.20,7.38,1.314,2.466,0.15,36.07666,0.38098,3,11
2026-09-12T10:21:42.80Z,47.9015287,2.1582632,1552.808,18.02,13.37,7.49,1.302,2.444,0.15,36.57580,0.38190,3,11
2026-09-12T10:21:42.90Z,47.9015449,2.1582811,1552.064,17.97,13.45,7.43,1.290,2.423,0.15,36.80971,0.38229,3,11
2026-09-12T10:21:43.00Z,47.9015612,2.1582991,1551.317,18.02,13.63,7.45,1.279,2.403,0.15,37.09477,0.38047,3,11
2026-09-12T10:21:43.10Z,47.9015774,2.1583174,1550.581,17.79,13.73,7.39,1.267,2.383,0.15,37.64559,0.38387,3,11
2026-09-12T10:21:43.20Z,47.9015933,2.1583357,1549.832,17.61,13.84,7.50,1.256,2.362,0.15,38.16046,0.38631,3,11
2026-09-12T10:21:43.30Z,47.9016091,2.1583543,1549.077,17.45,13.96,7.51,1.245,2.343,0.15,38.66048,0.38836,3,11
2026-09-12T10:21:43.40Z,47.9016248,2.1583730,1548.324,17.33,14.11,7.60,1.234,2.323,0.15,39.14559,0.38966,3,11
2026-09-12T10:21:43.50Z,47.9016403,2.1583919,1547.553,17.15,14.31,7.63,1.224,2.304,0.15,39.84592,0.39278,3,11
2026-09-12T10:21:43.60Z,47.9016557,2.1584110,1546.792,16.99,14.35,7.61,1.214,2.287,0.15,40.18187,0.41833,3,11
2026-09-12T10:21:43.70Z,47.9016710,2.1584302,1546.028,16.85,14.52,7.56,1.204,2.270,0.15,40.75657,0.41952,3,11
2026-09-12T10:21:43.80Z,47.9016861,2.1584498,1545.257,16.65,14.84,7.63,1.195,2.253,0.15,41.71081,0.42064,3,11
2026-09-12T10:21:43.90Z,47.9017010,2.1584697,1544.478,16.38,15.16,7.68,1.185,2.236,0.15,42.78979,0.42273,3,11
2026-09-12T10:21:44.00Z,47.9017156,2.1584901,1543.688,16.15,15.48,7.91,1.176,2.220,0.14,43.77812,0.42178,3,11
2026-09-12T10:21:44.10Z,47.9017301,2.1585108,1542.885,16.01,15.61,8.05,1.167,2.204,0.15,44.27981,0.42558,3,11
2026-09-12T10:21:44.20Z,47.9017446,2.1585318,1542.079,15.99,15.84,8.00,1.160,2.190,0.15,44.72996,0.42387,3,11
2026-09-12T10:21:44.30Z,47.9017589,2.1585531,1541.273,15.76,16.02,7.98,1.151,2.175,0.15,45.46507,0.42588,3,11
2026-09-12T10:21:44.40Z,47.9017730,2.1585745,1540.454,15.58,16.14,7.99,1.143,2.161,0.15,46.00762,0.43699,3,11
2026-09-12T10:21:44.50Z,47.9017870,2.1585961,1539.650,15.43,16.25,8.01,1.135,2.147,0.15,46.48662,0.43845,3,11
2026-09-12T10:21:44.60Z,47.9018009,2.1586179,1538.835,15.35,16.54,8.02,1.128,2.134,0.15,47.13885,0.44624,3,11
2026-09-12T10:21:44.70Z,47.9018146,2.1586401,1538.026,14.98,16.71,8.17,1.120,2.121,0.15,48.12553,0.43616,3,11
2026-09-12T10:21:44.80Z,47.9018280,2.1586625,1537.201,14.84,16.88,8.15,1.113,2.108,0.14,48.68284,0.43412,3,11
2026-09-12T10:21:44.90Z,47.9018414,2.1586851,1536.377,14.78,17.03,8.25,1.106,2.095,0.15,49.03723,0.43710,3,11
2026-09-12T10:21:45.00Z,47.9018546,2.1587079,1535.536,14.68,17.14,8.25,1.098,2.080,0.15,49.42069,0.43753,3,11
2026-09-12T10:21:45.10Z,47.9018677,2.1587309,1534.697,14.51,17.33,8.25,1.090,2.067,0.15,50.05626,0.43817,3,11
2026-09-12T10:21:45.20Z,47.9018807,2.1587540,1533.844,14.38,17.36,8.29,1.083,2.053,0.15,50.35374,0.44002,3,11
2026-09-12T10:21:45.30Z,47.9018936,2.1587772,1532.997,14.28,17.52,8.23,1.076,2.039,0.15,50.82570,0.44333,3,11
2026-09-12T10:21:45.40Z,47.9019063,2.1588007,1532.149,14.16,17.75,8.28,1.069,2.026,0.14,51.41648,0.42563,3,11
2026-09-12T10:21:45.50Z,47.9019190,2.1588244,1531.293,14.14,17.90,8.24,1.062,2.014,0.14,51.69700,0.43438,3,11
2026-09-12T10:21:45.60Z,47.9019317,2.1588483,1530.469,13.98,17.90,8.25,1.055,2.002,0.15,52.00668,0.42743,3,11
2026-09-12T10:21:45.70Z,47.9019442,2.1588722,1529.622,13.93,18.08,8.25,1.049,1.991,0.14,52.38823,0.43552,3,11
2026-09-12T10:21:45.80Z,47.9019567,2.1588964,1528.777,13.77,18.21,8.17,1.043,1.980,0.14,52.89791,0.43648,3,11
2026-09-12T10:21:45.90Z,47.9019691,2.1589207,1527.954,13.73,18.26,8.24,1.037,1.970,0.14,53.06511,0.43665,3,11
2026-09-12T10:21:46.00Z,47.9019815,2.1589451,1527.122,13.84,18.30,8.22,1.032,1.960,0.14,52.89044,0.43435,3,11
2026-09-12T10:21:46.10Z,47.9019940,2.1589695,1526.277,13.91,18.29,8.18,1.026,1.949,0.13,52.76211,0.40657,3,11
2026-09-12T10:21:46.20Z,47.9020065,2.1589939,1525.440,13.92,18.22,8.15,1.020,1.937,0.13,52.61888,0.40715,3,11
2026-09-12T10:21:46.30Z,47.9020191,2.1590182,1524.620,13.92,18.16,8.09,1.014,1.927,0.13,52.53074,0.40796,3,11
2026-09-12T10:21:46.40Z,47.9020316,2.1590424,1523.796,13.95,18.18,8.16,1.009,1.917,0.13,52.49755,0.40721,3,11
2026-09-12T10:21:46.50Z,47.9020443,2.1590667,1522.980,14.06,18.19,8.16,1.003,1.907,0.13,52.29352,0.40551,3,11
2026-09-12T10:21:46.60Z,47.9020570,2.1590910,1522.161,14.09,18.17,8.08,0.998,1.897,0.13,52.20398,0.40530,3,11
2026-09-12T10:21:46.70Z,47.9020697,2.1591153,1521.338,14.16,18.16,8.14,0.993,1.888,0.13,52.05959,0.40444,3,11
2026-09-12T10:21:46.80Z,47.9020824,2.1591395,1520.519,14.16,18.07,8.08,0.988,1.878,0.13,51.92564,0.40539,3,11
2026-09-12T10:21:46.90Z,47.9020952,2.1591636,1519.700,14.20,18.02,8.07,0.983,1.868,0.13,51.76978,0.40537,3,11
2026-09-12T10:21:47.00Z,47.9021080,2.1591876,1518.889,14.27,18.01,7.97,0.978,1.859,0.13,51.60017,0.40451,3,11
2026-09-12T10:21:47.10Z,47.9021209,2.1592116,1518.090,14.33,17.86,7.94,0.973,1.850,0.13,51.25609,0.40530,3,11
2026-09-12T10:21:47.20Z,47.9021338,2.1592354,1517.289,14.53,17.75,7.96,0.968,1.841,0.13,50.69218,0.40346,3,11
2026-09-12T10:21:47.30Z,47.9021470,2.1592590,1516.496,14.56,17.68,7.80,0.964,1.833,0.12,50.53042,0.40261,3,11
2026-09-12T10:21:47.40Z,47.9021601,2.1592826,1515.713,14.51,17.64,7.78,0.960,1.825,0.12,50.55291,0.40373,3,11
2026-09-12T10:21:47.50Z,47.9021732,2.1593062,1514.938,14.64,17.58,7.94,0.955,1.818,0.13,50.20717,0.40256,3,11
2026-09-12T10:21:47.60Z,47.9021866,2.1593296,1514.149,14.84,17.46,7.74,0.951,1.810,0.13,49.62422,0.40083,3,11
2026-09-12T10:21:47.70Z,47.9021999,2.1593529,1513.379,14.75,17.39,7.71,0.948,1.804,0.13,49.69816,0.40298,3,11
2026-09-12T10:21:47.80Z,47.9022132,2.1593761,1512.634,14.68,17.25,7.77,0.944,1.798,0.13,49.60292,0.40540,3,11
2026-09-12T10:21:47.90Z,47.9022266,2.1593991,1511.869,14.82,17.15,7.65,0.940,1.791,0.13,49.17440,0.40429,3,11
2026-09-12T10:21:48.00Z,47.9022400,2.1594220,1511.116,14.87,17.09,7.80,0.937,1.785,0.13,48.96410,0.40415,3,11
2026-09-12T10:21:48.10Z,47.9022535,2.1594449,1510.364,14.98,17.06,7.80,0.934,1.779,0.13,48.70450,0.40380,3,11
2026-09-12T10:21:48.20Z,47.9022671,2.1594677,1509.600,14.99,16.99,7.63,0.930,1.774,0.13,48.57281,0.40438,3,11
2026-09-12T10:21:48.30Z,47.9022806,2.1594904,1508.846,14.98,16.99,7.67,0.927,1.768,0.13,48.58456,0.40456,3,11
2026-09-12T10:21:48.40Z,47.9022943,2.1595131,1508.088,15.10,16.86,7.63,0.924,1.762,0.13,48.13826,0.40394,3,11
2026-09-12T10:21:48.50Z,47.9023079,2.1595356,1507.334,15.16,16.85,7.59,0.920,1.756,0.13,48.02524,0.40320,3,11
2026-09-12T10:21:48.60Z,47.9023216,2.1595581,1506.556,15.25,16.90,7.66,0.917,1.750,0.13,47.93031,0.40122,3,11
2026-09-12T10:21:48.70Z,47.9023354,2.1595806,1505.781,15.34,16.80,7.69,0.913,1.743,0.13,47.60106,0.40091,3,11
2026-09-12T10:21:48.80Z,47.9023492,2.1596031,1505.001,15.32,16.88,7.64,0.909,1.736,0.13,47.76946,0.40034,3,11
2026-09-12T10:21:48.90Z,47.9023629,2.1596256,1504.219,15.10,16.86,7.63,0.905,1.729,0.13,48.15412,0.40401,3,11
2026-09-12T10:21:49.00Z,47.9023765,2.1596479,1503.446,15.10,16.70,7.65,0.902,1.722,0.13,47.87481,0.40564,3,11
2026-09-12T10:21:49.10Z,47.9023901,2.1596701,1502.670,15.25,16.59,7.64,0.898,1.715,0.14,47.40692,0.40529,3,11
2026-09-12T10:21:49.20Z,47.9024039,2.1596923,1501.890,15.33,16.70,7.75,0.895,1.709,0.14,47.44454,0.40294,3,11
2026-09-12T10:21:49.30Z,47.9024177,2.1597146,1501.110,15.35,16.65,7.73,0.891,1.703,0.14,47.33057,0.40307,3,11
2026-09-12T10:21:49.40Z,47.9024315,2.1597368,1500.339,15.33,16.55,7.57,0.888,1.696,0.14,47.18052,0.40427,3,11
2026-09-12T10:21:49.50Z,47.9024453,2.1597588,1499.568,15.39,16.53,7.66,0.884,1.690,0.14,47.03369,0.40356,3,11
2026-09-12T10:21:49.60Z,47.9024592,2.1597808,1498.801,15.43,16.39,7.62,0.881,1.684,0.14,46.72495,0.40430,3,11
2026-09-12T10:21:49.70Z,47.9024731,2.1598027,1498.027,15.44,16.42,7.59,0.878,1.678,0.14,46.76430,0.40374,3,11
2026-09-12T10:21:49.80Z,47.9024870,2.1598245,1497.252,15.54,16.30,7.66,0.874,1.672,0.14,46.35474,0.40399,3,11
2026-09-12T10:21:49.90Z,47.9025010,2.1598462,1496.473,15.71,16.22,7.77,0.871,1.666,0.15,45.92682,0.40197,3,11
2026-09-12T10:21:50.00Z,47.9025153,2.1598678,1495.687,15.87,16.20,7.67,0.868,1.660,0.15,45.59606,0.39942,3,11
2026-09-12T10:21:50.10Z,47.9025296,2.1598894,1494.913,15.90,16.12,7.64,0.864,1.655,0.15,45.39941,0.39962,3,11
2026-09-12T10:21:50.20Z,47.9025439,2.1599108,1494.135,15.92,16.05,7.65,0.861,1.649,0.15,45.22180,0.39995,3,11
2026-09-12T10:21:50.30Z,47.9025582,2.1599322,1493.355,16.00,15.94,7.67,0.858,1.644,0.15,44.89240,0.39961,3,11
2026-09-12T10:21:50.40Z,47.9025726,2.1599533,1492.573,16.06,15.78,7.77,0.855,1.639,0.15,44.49874,0.39981,3,11
2026-09-12T10:21:50.50Z,47.9025871,2.1599743,1491.791,16.18,15.57,7.73,0.852,1.634,0.15,43.89372,0.39953,3,11
2026-09-12T10:21:50.60Z,47.9026018,2.1599949,1491.003,16.29,15.40,7.71,0.849,1.629,0.15,43.38931,0.39909,3,11
2026-09-12T10:21:50.70Z,47.9026165,2.1600154,1490.221,16.44,15.27,7.87,0.847,1.624,0.15,42.87510,0.39745,3,11
2026-09-12T10:21:50.80Z,47.9026313,2.1600357,1489.431,16.47,15.06,7.88,0.844,1.620,0.15,42.44165,0.39858,3,11
2026-09-12T10:21:50.90Z,47.9026462,2.1600557,1488.633,16.65,14.92,7.82,0.841,1.614,0.15,41.86749,0.39639,3,11
2026-09-12T10:21:51.00Z,47.9026612,2.1600755,1487.839,16.72,14.79,7.86,0.838,1.609,0.15,41.49773,0.39614,3,11
2026-09-12T10:21:51.10Z,47.9026763,2.1600951,1487.045,16.90,14.59,7.92,0.835,1.605,0.15,40.79648,0.39431,3,11
2026-09-12T10:21:51.20Z,47.9026916,2.1601144,1486.245,17.01,14.36,7.99,0.833,1.600,0.15,40.17193,0.39394,3,11
2026-09-12T10:21:51.30Z,47.9027070,2.1601335,1485.443,17.25,14.20,8.04,0.830,1.595,0.15,39.47444,0.39082,3,11
